,Hotel_Name,Review,Rating,User_Location,Helpful_Votes,Number_Of_Rooms,Review_Title,Trip_Type,Ranking,Price_Range,Contributions,Low_Price_Room,High_Price_Room,B&B_Ranking,Hotel_Ranking,Spec_Lodge_Ranking
13,Hotel_Bradford_Elysees_Astotel-Paris_Ile_de_France,"I love the location near to Champs Elysees, our room was so pretty with comfortable bed and cleanliness . The bathroom have everything we need and more. The breakfast buffet was really good and we enjoy the snacks they have for the guest. The staff was nice.",5.0,,None,50,"""We enjoy this pretty hotel with wonderful location.""",,"['#9 of 1,868 hotels in Paris']",['US$164 - US$373 (Based on Average Rates for a Standard Room) '],1,164,373,0,9,0
14,Hotel_Bradford_Elysees_Astotel-Paris_Ile_de_France,"Very well located 2 streets from Champs Elysees, it is good that you have snacks and something to drink at any time, the front desk staff is very friendly. The rooms are nice. We would definitely come back to stay there again",5.0,,1,50,Very good Hotel at a reasonable price,,"['#9 of 1,868 hotels in Paris']",['US$164 - US$373 (Based on Average Rates for a Standard Room) '],1,164,373,0,9,0
15,Hotel_Le_123_Sebastopol_Astotel-Paris_Ile_de_France,"Stayed 5 nights in a room with balcony: spatious, quiet, comfortable, clean; all wonderfull and exceptional for Paris. Good breakfast. Great location. In front of metro station. Very friendly and helpful staff.",5.0,,None,63,A really wonderful stay!!,Trip type: Travelled as a couple,"['#27 of 1,868 hotels in Paris']",['US$162 - US$344 (Based on Average Rates for a Standard Room) '],1,162,344,0,27,0
16,Hotel_Le_123_Sebastopol_Astotel-Paris_Ile_de_France,This charming hotel with a fun cinema theme is very clean and comfortable. The staff is very friendly and the breakfast is top notch. It’s in a great location close to many top sites. I’ve stayed in many hotels in Paris and this hotel is my favorite. I hope to stay there again soon.,5.0,,1,63,"Great hotel, great location",Trip type: Travelled with friends,"['#27 of 1,868 hotels in Paris']",['US$162 - US$344 (Based on Average Rates for a Standard Room) '],2,162,344,0,27,0
17,Hotel_Le_123_Sebastopol_Astotel-Paris_Ile_de_France,"It was a great stay at the hotel and I was pleased to practice the little bit of french that I could learn in high school, the staff even made an effort to speak in German! Bitte. The room next tour ours was a little noisy unfortunately but I recommend anyone to go",4.0,,None,63,Pleasant stay and clean rooms,,"['#27 of 1,868 hotels in Paris']",['US$162 - US$344 (Based on Average Rates for a Standard Room) '],1,162,344,0,27,0
18,Hotel_Le_123_Sebastopol_Astotel-Paris_Ile_de_France,"The reception is absolutely amazing! Very kind and disponible, the breakfast area is fantastic with lots of good food (especially the croissants). The room is really nice and I enjoyed the cinema area. If anyone wants to go in a good and cheap too hotel, well, of course go in this one! I will come back here ASAP!",5.0,,None,63,Incredible experience,Trip type: Travelled on business,"['#27 of 1,868 hotels in Paris']",['US$162 - US$344 (Based on Average Rates for a Standard Room) '],1,162,344,0,27,0
19,Hotel_Le_123_Sebastopol_Astotel-Paris_Ile_de_France,"The staff is very very helpful and friendly. I needed to get directions to places, print things, etc., and they were always there and helped (needless to say they speak perfect English) The theme of Cinema is quite cool! The breakfast is tasty. The location is very central, easy to get around, near the metro.",5.0,,3,63,excellent!,Trip type: Travelled on business,"['#27 of 1,868 hotels in Paris']",['US$162 - US$344 (Based on Average Rates for a Standard Room) '],8,162,344,0,27,0
20,Hotel_la_Nouvelle_Republique-Paris_Ile_de_France,"An understated boutique hotel in a very cool part of Paris. An excellent breakfast with a very friendly staff. The hotel is clean and very tastefully decorated, with chill vibes and regae music in the lobby. It has everything you need and walking distance from Le Marais, trendy Canal Saint-Martin, Republique, and the 11th. As a woman travelling solo I felt super comfortable at the hotel, highly recommend staying here. So grateful I had such a wonderful experience. I will definitely be coming back!",5.0,,None,30,"One of the best places I've stayed, and especially perfect for Paris!",Trip type: Travelled solo,"['#8 of 1,868 hotels in Paris']",['US$113 - US$206 (Based on Average Rates for a Standard Room) '],1,113,206,0,8,0
21,Hotel_la_Nouvelle_Republique-Paris_Ile_de_France,Really stylish boutique hotel in a great authentic area of Paris surrounded by cool bars and restaurants. Nice touches such as USB ports UK sockets and tablet so you can log into your Netflix and Prime accounts.  Lovely continental breakfast with unlimited hot drinks in stylish yet comfortable bar/restaurant. Best thing for us though was the friendly staff and owner who made us feel very welcome and helpful. Best hotel we’ve stayed in in Europe for a long time.,5.0,canterbury,18,30,Excellent Hotel,Trip type: Travelled with family,"['#8 of 1,868 hotels in Paris']",['US$113 - US$206 (Based on Average Rates for a Standard Room) '],15,113,206,0,8,0
22,Hotel_la_Nouvelle_Republique-Paris_Ile_de_France,"I chose this hotel for a short solo trip to Paris. The hotel is centrally located and has a homely decor. Immediately upon entering I was warmly welcomed. My lack of French was absolutely no problem, you can also get along well with the staff in English here. Also, the breakfast was delicious! I had a great stay and would definitely recommend this hotel!",5.0,,None,30,Excellent!,,"['#8 of 1,868 hotels in Paris']",['US$113 - US$206 (Based on Average Rates for a Standard Room) '],2,113,206,0,8,0
23,Hotel_la_Nouvelle_Republique-Paris_Ile_de_France,"How describe  in 200 characters what can be summarized in a few words?  Welcome, smile, decoration, nice music, very good restaurant, king of breakfast, very good bedding, nice neighborhood : really a superb address!",5.0,"Brussels, Belgium",14,30,"All beautiful, All good !",,"['#8 of 1,868 hotels in Paris']",['US$113 - US$206 (Based on Average Rates for a Standard Room) '],5,113,206,0,8,0
24,Hotel_la_Nouvelle_Republique-Paris_Ile_de_France,"Average hotel 3/5. Not sure why this gets such raving reviews.  The room has funky decor. It may be to your taste or it may not. Bed was very comfortable, and the room was quiet. Our room had no view at all, just a claustrophobic courtyard.  The elevator is the tiniest thing I have seen yet in Paris. Plan on one person w/luggage or two witnout. If you have a big suitcase I doubt it will fit, unless you send it up by itself.  Breakfast here is a definitely a miss. And the street the hotel is on is a little sketch. Not the most interesting or convenient neighborhood either, unless you have specific business here (which we did).  +1 star as Ryan at the front desk was very friendly and accommodating. Thank you Ryan!",4.0,"San Francisco, CA",53,30,Nothing special.,Trip type: Travelled as a couple,"['#8 of 1,868 hotels in Paris']",['US$113 - US$206 (Based on Average Rates for a Standard Room) '],44,113,206,0,8,0
25,Hotel_34B_Astotel-Paris_Ile_de_France,"A beautiful and (for Paris) spacious room, free use of the minibar which is especially helpful in the summer, good services in general, a clean room every day, excellent breakfast (good meat, pancakes...). Good location close to Boulevards Hausmann and Lafayette, Opera Garnier, Gare du Nord and two metrolines (8 and 9, Grands Boulevards). Creative design around the theme/flag of France throughout the hotel.",5.0,"Ghent, Belgium",1,128,Perfect stay,,"['#35 of 1,868 hotels in Paris']",['US$129 - US$252 (Based on Average Rates for a Standard Room) '],383,129,252,0,35,0
26,Hotel_34B_Astotel-Paris_Ile_de_France,"Elevators, breakfast bar, close to Metro, Bus, Train.  Very quiet room.  No surprises. Many cafe's within walking distance.  Mini Fridge with variety of free drinks. Safe was super east to use.  USB ports near bed.",5.0,,None,128,Everything you need to stay in Paris,,"['#35 of 1,868 hotels in Paris']",['US$129 - US$252 (Based on Average Rates for a Standard Room) '],5,129,252,0,35,0
27,Hotel_34B_Astotel-Paris_Ile_de_France,"I have just returned from an excellent stay at the 34B and I would highly recommend to anyone, singles, couples and families alike.   I was in room 303 with a small balcony out onto a small French style side street which I loved as it added to the whole Paris experience! A lot had mentioned in other reviews ask for a room onto the inner courtyard, but I prefer onto the street,. There are two sets of doors, both tripled glazed onto the street, so when closed both I heard nothing.  The hygience was better than some 5 star hotels I have stayed in and my room was very recently renovated with a perfect bathroom, bed and bed linen.  Of course, as usual room size was quite small, but that is the deal in Paris everywhere. My single room had a very good quality firm double bed and enough",5.0,"Dublin, Ireland",31,128,Highly recommended,,"['#35 of 1,868 hotels in Paris']",['US$129 - US$252 (Based on Average Rates for a Standard Room) '],1,129,252,0,35,0
28,Hotel_34B_Astotel-Paris_Ile_de_France,"We stayed at the 34B for 7 nights and loved it.We got the standard room for 2 people and it was fine. The service is excellent!  They offer a breakfast every morning with plenty of choices for everyone. It is in an excellent location close to restaurants, bars and pharmacies (covid testing).  We walked to a lot of the attractions and walked back to the hotel around midnight and felt safe at all times. The Astotel Pass is the best thing about this hotel chain!! The Astotels offer a snack, coffee and drinks from 2 in the afternoon to late at night. We stopped at several of the hotels and were able to eat and drink, use the wifi and restrooms without anyone asking if you were a guest or not. I would come back to this hotel or to any of the other ones closer to The Louvre. The 123",5.0,,None,128,Amazing deal and location.,,"['#35 of 1,868 hotels in Paris']",['US$129 - US$252 (Based on Average Rates for a Standard Room) '],33,129,252,0,35,0
29,Hotel_34B_Astotel-Paris_Ile_de_France,"A great stay, very good value for money. We booked a superior room in which we had a lot of space (not common in Paris). The bed, bathroom and room in general was very clean and good atmosphere.  The hotel looks good and located in the heart of Paris, very central towards all main touristic sights. Many restaurants and bars in the area. Windows are soundproof. Minibar included in the room, very nice! Breakfast was good as well. All in all, we would surely come back again. Or perhaps stay in one of the other Astotel hotels.",5.0,"Utrecht, The Netherlands",5,128,Stay at 34b,Trip type: Travelled as a couple,"['#35 of 1,868 hotels in Paris']",['US$129 - US$252 (Based on Average Rates for a Standard Room) '],2,129,252,0,35,0
30,Hotel_Champerret_Elysees-Paris_Ile_de_France,Small but clean and friendly hotel. The reception staff are very helpful and the hotel was ideally placed for eating out in good value bistros plus very close to two metro stops. You can walk to the Arc de Triomphe in 15 minutes.,5.0,Ely,4,45,Cosy comfortable hotel with great transport links and close to good cafes.,Trip type: Travelled with family,"['#494 of 1,868 hotels in Paris']",['US$105 - US$199 (Based on Average Rates for a Standard Room) '],3,105,199,0,494,0
31,Hotel_Champerret_Elysees-Paris_Ile_de_France,This hotel is really lovely. Lovely bathroom with separate toilet and a nice room that was well cleaned everyday. Staff are fab and very welcoming.  The area is lovely. Some little restaurants near by & connivence shops. McDonald’s is a 2 min walk away. Right next to a metro although we couldn’t use it due to strikes. There is a small bar in the hotel.  Arc de Triomphe is a 30 min walk away and the Eiffel Tower is around a 40 min walk.  Would definitely stay again and definitely recommend.,5.0,"Pontyclun, United Kingdom",6,45,NYE stay 🌟,Trip type: Travelled as a couple,"['#494 of 1,868 hotels in Paris']",['US$105 - US$199 (Based on Average Rates for a Standard Room) '],4,105,199,0,494,0
32,Hotel_Champerret_Elysees-Paris_Ile_de_France,"Hotel is very welcoming and friendly, and its in a great location about a 15 min walk from the Arc De Triumph or get the bus or metro opposite the hotel.  Lovely bars and restaurants near the round-about at the end of the street.  This is a great 3star hotel for the price. We will certainly stay again, thank you to everyone who looked after us during our stay.",5.0,"Totnes, Devon",1,45,"Great hotel, great location",Trip type: Travelled as a couple,"['#494 of 1,868 hotels in Paris']",['US$105 - US$199 (Based on Average Rates for a Standard Room) '],1,105,199,0,494,0
33,Hotel_Champerret_Elysees-Paris_Ile_de_France,The hotel was nice and clean and i enjoyed staying there a lot and the staff was friendly and helpful. I really recommend it. It's close to most of the transportation and metro and it's good to have super market and pharmacy just right to the corner and many more.,4.0,,1,45,Very Good,,"['#494 of 1,868 hotels in Paris']",['US$105 - US$199 (Based on Average Rates for a Standard Room) '],1,105,199,0,494,0
34,Hotel_Champerret_Elysees-Paris_Ile_de_France,"Easy to find, in a beautiful position near a lot of services. Rooms cleaned and very nice. Staff very kind. Only few meters from Metro station and Bus station. If you have to stay in Paris for few day for business, this is a good choice..",5.0,,1,45,Gorgeous!,Trip type: Travelled on business,"['#494 of 1,868 hotels in Paris']",['US$105 - US$199 (Based on Average Rates for a Standard Room) '],1,105,199,0,494,0
35,Hotel_Britannique-Paris_Ile_de_France,"A 3-days stay in this completely modernized hotel was a great pleasure. Very good rooms, breakfast tasteful with many choices, help with buying museum tickets, very friendly staff. We will be back! Family Willems from the Netherlands",5.0,,None,39,Excellent service,,"['#38 of 1,868 hotels in Paris']",['US$84 - US$363 (Based on Average Rates for a Standard Room) '],2,84,363,0,38,0
36,Hotel_Britannique-Paris_Ile_de_France,Perfect hotel for a city trip   Near metro with different lines. 8 minutes walk to Louvre and centre Pompidou. And Notre Dame. The people of the hotel were nice .   The room is great and a working airconditioning. Very clean too  Real recommendation,5.0,"Rotterdam, The Netherlands",None,39,Perfect hotel for a city trip,Trip type: Travelled solo,"['#38 of 1,868 hotels in Paris']",['US$84 - US$363 (Based on Average Rates for a Standard Room) '],1,84,363,0,38,0
37,Hotel_Britannique-Paris_Ile_de_France,"It has been great pleasure to be accommodated in the hotel, the reception service was outstanding, rooms clean and location very central with good connection to the subway. Good price for the value. I am recommending the hotel.",5.0,,None,39,Chesterfeeld,,"['#38 of 1,868 hotels in Paris']",['US$84 - US$363 (Based on Average Rates for a Standard Room) '],3,84,363,0,38,0
38,Hotel_Britannique-Paris_Ile_de_France,Hotel Britannique is very well located and the staff is exceptionally friendly! Everything went well and without any problems :) We really enjoyed our stay and therefore recommend this hotel to the fullest !,5.0,,None,39,Very Good,Trip type: Travelled with friends,"['#38 of 1,868 hotels in Paris']",['US$84 - US$363 (Based on Average Rates for a Standard Room) '],1,84,363,0,38,0
39,Hotel_Britannique-Paris_Ile_de_France,"Tres bien! We really loved to stay at the Hotel Britannique – the room was superb with a nice view over Paris and the location is great, close to a lot of main attractions and easy to access with public transport. The staff was exceptionally friendly and nice – very nice, and extremely helpful no matter what we asked for. Would highly recommend to anyone traveling to Paris!",5.0,,None,39,Hotel Britannique,Trip type: Travelled as a couple,"['#38 of 1,868 hotels in Paris']",['US$84 - US$363 (Based on Average Rates for a Standard Room) '],1,84,363,0,38,0
40,Hotel_La_Manufacture-Paris_Ile_de_France,"Hotel La Manufacture is pleasant hotel. I had a room facing the courtyard, which was very calm. It is centrally located, and the staff is friendly and helpful. The beds are very comfortable too. I would happily come back another time.",5.0,,None,56,A very calm and pleasant hotel,Trip type: Travelled on business,"['#264 of 1,868 hotels in Paris']",['US$69 - US$328 (Based on Average Rates for a Standard Room) '],1,69,328,0,264,0
41,Hotel_La_Manufacture-Paris_Ile_de_France,Just a great hotel that offers your basic hotel needs. The rooms provide a nice bed with a good shower. The location of the hotel at the Place d’Italie is great. There are many nice restaurants in the neighbourhood and the connections with the metro lines are also great.,5.0,"Rotterdam, The Netherlands",None,56,Great French hotel,Trip type: Travelled as a couple,"['#264 of 1,868 hotels in Paris']",['US$69 - US$328 (Based on Average Rates for a Standard Room) '],1,69,328,0,264,0
42,Hotel_La_Manufacture-Paris_Ile_de_France,"We had a nice stay in the hotel, the stuff was super welcoming and the room was nice and clean !  There was always somebody to ask at the front desk and the metro station is just around the corner.  I would love to come back soon again.",5.0,"Düsseldorf, Germany",None,56,Lovely hotel in a nice area,,"['#264 of 1,868 hotels in Paris']",['US$69 - US$328 (Based on Average Rates for a Standard Room) '],1,69,328,0,264,0
43,Hotel_La_Manufacture-Paris_Ile_de_France,"The room was big and clean, the bed comfortable. Location is perfect for exploring Paris. Close to metro, restaurants, cafes, supermarket. 13e Arrondissement de Paris is very charming. Great value for the money.",5.0,,None,56,Excellent,,"['#264 of 1,868 hotels in Paris']",['US$69 - US$328 (Based on Average Rates for a Standard Room) '],1,69,328,0,264,0
44,Hotel_La_Manufacture-Paris_Ile_de_France,Hi. Thanks Amina for such a good service. Especially hotel la Manufacture. This is great service and exceptional services. I will recommend everyone to book a stay with them. Thanks Amina and Hotel La menufecture.,5.0,"London, United Kingdom",1,56,Visitors,Trip type: Travelled solo,"['#264 of 1,868 hotels in Paris']",['US$69 - US$328 (Based on Average Rates for a Standard Room) '],1,69,328,0,264,0
45,Hotel_Balmoral-Paris_Ile_de_France,"I recommend your hotel due to the kindness of your staff and quality of the hotel. Good beds, no noise in or outside, clean and new bathroom. Service outstanding (we could park our bikes in the hotel)",5.0,,None,50,Fantastic and recommend,,"['#42 of 1,868 hotels in Paris']",['US$122 - US$291 (Based on Average Rates for a Standard Room) '],1,122,291,0,42,0
46,Hotel_Balmoral-Paris_Ile_de_France,"The art work and rooms are amazingly beautiful, and the staff were so helpful and friendly even with questions before we arrived.  Loved the comfortable beds, and the hotel served one of the most delicious buffet breakfasts I've ever had.   I think my mother-in-law wanted to take the jams with her!",5.0,"Redwood City, CA",6,50,Beautiful hotel and super friendly staff,,"['#42 of 1,868 hotels in Paris']",['US$122 - US$291 (Based on Average Rates for a Standard Room) '],3,122,291,0,42,0
47,Hotel_Balmoral-Paris_Ile_de_France,"I call this hotel my Parisian home as it feels like it. I always go back to it as I am welcomed back like a family member. Service is very professional, room and amenities excellent. Breakfast plentiful. Everyone is very discreetly COVID aware without it being overdone but it is efficient. Location as other reviews have mentioned is excellent and even in the street there is an al night small supermarket and you don’t have to go all the way to the Champs Elysées to find a good restaurants some are around the corner.  If you come by car public parking is close by and you can get a discount through the hotel.  Thanks to Christian and all his staff for their welcome, professionalism and friendliness. Does Christian ever stop? He is always there when you need him and more than happy",5.0,"Toulouse, France",143,50,Home from Home,Trip type: Travelled on business,"['#42 of 1,868 hotels in Paris']",['US$122 - US$291 (Based on Average Rates for a Standard Room) '],1071,122,291,0,42,0
48,Hotel_Balmoral-Paris_Ile_de_France,"We stayed 4nights in a suite with 2 bedrooms. Staff were attentive, friendly and much better than at many chain hotels. They got us all of our taxis, gave good advice for dining. Rooms were very clean and comfortable. Walking distance to shopping.",5.0,"Valley Stream, New York",28,50,Lovely hotel and wonderful staff,Trip type: Travelled with family,"['#42 of 1,868 hotels in Paris']",['US$122 - US$291 (Based on Average Rates for a Standard Room) '],95,122,291,0,42,0
49,Hotel_Balmoral-Paris_Ile_de_France,We have recently visited Paris. This property is located next to Arc de triomphe and Champs-Élysées. The room was very nice & clean. The staff very friendly. I would definitely recommend this hotel when visiting Paris.,5.0,"Ibiza, Spain",29,50,NICE HOTEL & GREAT LOCATION,,"['#42 of 1,868 hotels in Paris']",['US$122 - US$291 (Based on Average Rates for a Standard Room) '],21,122,291,0,42,0
50,Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France,"We’ve been literally thrilled with our night!  Great location in a beautiful and quiet area. Staff was really dedicated.  Nice dinner at the restaurant, good and healthy products. Try the cocktails!  We enjoyed the decoration, made us think about the neighborhoods, timeless and refined.   I highly recommend this place!",5.0,"London, United Kingdom",1,68,Amazing romantic stay,Trip type: Travelled as a couple,"['#49 of 1,868 hotels in Paris']",['US$387 - US$695 (Based on Average Rates for a Standard Room) '],5,387,695,0,49,0
51,Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France,This lovely historic hotel is located in what was once part of a royal palace. It’s in easy walking distance to some of the most famous landmarks in Paris including the Louvre. There are also many excellent restaurants nearby and the concierge Alexandre was very good in recommending and booking them for us. Our Junior suite room had a terrace with a view of the Eiffel tower and a lovely spacious bathroom. All the staff were excellent professionals in their job and made us feel very welcome. I highly recommend staying here.,5.0,"Toronto, Canada",147,68,Beautiful hotel in an ideal location,Trip type: Travelled as a couple,"['#49 of 1,868 hotels in Paris']",['US$387 - US$695 (Based on Average Rates for a Standard Room) '],248,387,695,0,49,0
52,Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France,"Our experience was great. Before arrival, Alex from the concierge team was wonderful in helping us organize several different activities, restaurant reservation and even a day trip to Champagne. We booked through Skylark and were grateful to utilize the early check in and welcome beverage! Location was central, and the service was very anticipatory. We will stays here next time we visit Paris!",5.0,"Beverly Hills, California",26,68,Five star service,Trip type: Travelled as a couple,"['#49 of 1,868 hotels in Paris']",['US$387 - US$695 (Based on Average Rates for a Standard Room) '],19,387,695,0,49,0
53,Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France,"Suzanne was truly amazing, she made our stay super comfortable. She is so kind and polite. She deserves the best. She found for every problem the right solution. She is very professional in her work and deserves an upgrade.Thank you Suzanne",5.0,,None,68,évaluation,Trip type: Travelled with family,"['#49 of 1,868 hotels in Paris']",['US$387 - US$695 (Based on Average Rates for a Standard Room) '],1,387,695,0,49,0
